text,compound,label
"aplikasi gojek sangat bagus menarik berguna keperluan seharihari",0.5,2
"gopaylater digunakan padahal limit juta kan sayang ngak bis pakai",0,1
"ribet je shelter terdekat dlu kalau mau jemput drivernya ga ramah",0,1
mantap,1,2
"goridenya bagus",0.5,2
"mahal diongkos",-0.3,0
"gopay hilangpusat bantuan gk ngebantu sama sekali pagi tungguin gak balik tu gopay",0,1
"makin updte makin parahbaru aja buka aplikasi malah keluar balik ga jelas banget",0,1
"baikditingkatkan pelayanannya baik driver sistem cs nya",0.5,2
"kurang simpel rumit cara memesan aplikasi sinyal bagus katanya jaringan eror",0.5,2
"bancaan gopaylater dilunaskan sewaktu inginkan selalu bisanya bulan depan tgl pas mau bayar uang hasil buat bayar gopaylater lari kebutuhan parah",-0.6,0
"aplikasi aja drama nya tiba gopaylater blokir laporan aja ga tanggapan help donk",0,1
"gojek apk nya jelek banget sekarang masa pin gopay salah terus udah ganti pin berapa kali gak walaupun bacaannya berhasil gimana sih pake akun punya sendiri aja ribed ribed",-1.1,0
mantap,1,2
"gotik tak",0,1
"ggak jelas apk nya udah isi gopay k saldo nya ilang gara akun gak pake bulan pas udah selesau verifikasi saldo ilang",0,1
"hello pengguna baru langganan plus gimana caranya pakai plus gofood membeli langganan plus",0,1
"aplikasi yg memudahkan hidup",0,1
"mantapcepat tanggap dgn konsumen",0,1
pas,0,1
"sangat bagus kalau byk diskon hehe",0.5,2
"sistem gojek sekarang parah dulu",-0.6,0
"sangat membantu",0,1
"good luck",0,1
"go tiket ilang min",0,1
ntap,0,1
,0,1
"sangat memuaskan",0,1
"aplikasi tolol",0,1
kren,0,1
baguz,0,1
"memudahkan segalanya",0,1
"good job",0,1
good,0,1
"nyaman banyak promonya",0,1
"haha malah blokir gopay latter nya ngakak bayar ga pernah telat tiba blokir ampas",0,1
good,0,1
"padahal pelanggan tiba semua promo besar jadi hilang padahal akun teman chat ditanggapi",0.3,2
"aplikasi nya makin kacau tiap buka beranda selalu nge bug sendiri padahal sinyal bagus",0.2,2
"aplikasinya sangat apik sekaliibisa membuat aktivitas lebih mudah adanya gojek terkadang sedikit kendala terjadi untung nya teratasi terimakasih gojek",0,1
"harga lebih mahal driver gojek selalu cancel perjalanan",-0.3,0
"aplikasi sangat bagus",0.5,2
,0,1
"sangat membantu",0,1
"email masuk",0,1
"semua transaksi dilakukan lewat group goto mantap",1,2
"pelayanannya sangat baik semoga lebih ditingkatkan klo pakai atribut jaket sesuai aplikator memakai pakaian yg rapi sepatu terima kasih",0.5,2
"kasih bintang tp dong knp kalo buka apk gojek selalu keluar sendiri apk mau bepergian pake gojek jd gk mohon bantuannya terima kasih",0,1
"aku kasih bintang karna saldo gratis",0,1
"sangat membantu",0,1
"transportasi yg mudah cepat urgent",0,1
"sangat membantu terima kasih",0,1
"good apk",0,1
mantab,0,1
jos,0,1
baguus,0,1
"gopaylater gak gunakan tiba tibasedangkan limit tersediamakin gak jelas",0,1
good,0,1
bagus,0.5,2
"gosend layanan abal ksh promo plat k driver nolak berkalilain kali gak usah bikin promo yg drivernya gak mau kerjasamamonyet",1.2,2
"gojek makin oke",0,1
"limit gopay later sekarang makin kecil denda keterlambatan hari sebesar k limit gabisa dipakai beli pulsadata bagus sebelumnya limit besar denda keterlambatan hari cuma k limit dipakai isi pulsadata",0.5,2
"baik cepat layanannya",0.5,2
bagussss,0,1
"aplikasi gak buka",0,1
"gojek terbaik soalnya",0,1
"bagusaman nyamanserta drivernya bagus serasa diantar bpk sendiri",0.5,2
"bingung sering pakai tpi mengecewakanpesen makanan sudh diambil menit lalu dichat telp driver ga respon aplikasi error dirugikan pesanan lama pdhal nambah uang buat segera smpaiperbaiki sistemnya jawabnya lama sekali bantuan bad",0,1
"sllu puas pakai gojek",0.9,2
"gojek semakin terdepancepataman terjangkautop",0,1
"paylater terparah tiba gopaylater sy terblokir padahal bayar tepat waktu melakukan pembayaran eh malah akun terblokir limit jt gk bs kepake logika nya aneh",-0.4,0
"aplikasinya susah dibuka eror terus kecewa",-1,0
"mantap dah",1,2
bagus,0.5,2
"sangat membantu",0,1
"knpa gopaylater gk pake percuma limit nya",0,1
"membantu sekali dlm pengiriman usaha kecil yg berada lokasi yg lumayan cukup jauh rumah store store",0,1
"baik santai halus",0.5,2
"saran buat gojek nih dong in seluruh indonesia biar enak perjalanan nya",0,1
"duit hilang",-0.3,0
"nyoba berkali kali gopaylatter gopay pinjam selalu gagal trus knp sih gajelas",-0.8,0
amanah,0,1
"kadang lama datang nya",-0.1,0
"sngt baik se cuma sdikt hrus perbaikim sja",0.5,2
"yg penting drivernya ramah sabar aja sih udah oke",0,1
"menit golek sama menit",0,1
"lebih cepat respon aplikasinya",0,1
"aplikasi gojekny gak buka",0,1
wokeee,0,1
"urusan perjalanan pengiriman jd mudahterima kasih gojek",0,1
,0,1
"sangat membantu masyarakat indonesia",0,1
top,0,1
"call center tarif mahal",-0.3,0
"cukup puas",0.9,2
"perbaiki banyak laporan customer kalau aplikasi gojekselalu mencari dreverdan aplikasi sayasudah ondari gojek nya bilang sedang onoff",0,1
"sayang teman",0,1
"tiap top up pake tanya pake perangkat isi nunggu kode otp ga masuk",0,1
"atw sxxca",0,1
"mau membatalkan pesanan eh malah suruh chat sama cs bot udah berkali ngajuin pembatalan ngga dihubungkan cs manusia akun resto fake clonning restonya mah akun yg order clonningan dr orang tak bertanggung jawab gimana cara jelasinnya kalo hadapi cs bot dana buat bayar admin cs",0,1
"sangat memuaskan",0,1
"aneh sama aplikasi gojek kalau jam pagi dpt driver jauh jauh",-0.4,0
"fitur top up selalu eror dong perbaiki",0,1
"semakin lama semakin aneh udah ga sama sekali promo aplikasi ku udah coba nanya cs malah bot yg jawab",0.2,2
"tiap chat driver restoran selalu ceklis satupadahal sinyal bagus",0.5,2
"best app ever sangat membantu disaat lapar",0,1
"cari driver padahal peta driver gocar dekat tp kok tetap ga dapetdapet driver driver dekat merespon",0,1
"meng cancel pesanan padahal resto tutup kasian driver nya ter ganti",0,1
"minim promo gofood nya kebanyakan bersyarat kalah sama aplikasi si orange food",0.6,2
"pesen gofood prosedurnya rumit lamamengabari restoresto menyiapkan pesananproses nya menit habis nyari drivertotal jam an meski jarak rsto cuma m kalau kamu bilang peningkatan kualitas layanan bohong besarkenyataannya siap siap kehilangam costumer orang pesen gojek pengem praktis kalau prosedurnya rumit lama mending datang langsung warung paham nggaksiap siap ditinggal apk sebelah yg pakaincara lama cepet",0,1
"kan baru instal apl nyaa kok tulisan apl eror kakkk udah kali ttp apl eror",0,1
"driver gojek mengeluh orderan yg sulit sekali minggu cuma order bagaimana sejak pembaruan sistem saldo dijadikan gopay",-0.6,0
"mantap driver ramah",1,2
"sangat bagus",0.5,2
"nambah limitsekarang malah gomart ku ga pake paylater yaaada yg tau solusinya donk kakak",0,1
"sangat membantu",0,1
,0,1
"tiap kali transaksi selalu muncul oops sedikit gangguan mau komplain gaada livechat isinya panduan semua gaada solusi",0,1
"baguss bgt apa pake otp hrsnya pin kode aja",0,1
mantaap,0,1
"sederhana mudah dipahami",0,1
"sejauh sgt membantu",0,1
,0,1
kasih,0,1
"mau ganti nomor selalu",0,1
good,0,1
"sangat baik",0.5,2
top,0,1
bagus,0.5,2
"the best",0,1
"haduhhh aplikasi bukannya bikin enak malah makin susah masalah terdapat pin baru pertama kali coba dibilang terlalu banyak mencoba padahal baru pertama kali coba loh haduhhhh",-0.6,0
mantab,0,1
"bagus sih cuman jauh nyari driver nya",0.5,2
bagustingkatkan,0,1
"apk aneh driver songong udah gitu kalo hujan lama bgt nyarinya",-0.4,0
"driver nyebelin emank bukan pake akun ordernya kan ngeselinminta tips koq maksa pengemis aja ga segitunya",0,1
"punya gabisa pasang promogojek gajelasmau nya biar hemat malah rugi",-1,0
mantab,0,1
"oke dijadikan pilihan",0,1
"aplikasi rusak",0,1
"apa apann ikut bayar pakai uang buat dapatkan gratis ongkir malah getok rb kocakk bayar suruh bayar dasar berguna balikin uang gofoodplus sayaa",0,1
"sangat bagus",0.5,2
"udah diajukan banding tetap ditolak nomor gak pernah penyalahgunaan aplikasi malah dituduh fixed kalian memang gak berguna",0,1
"alhamdulilah semenjak pake apk gojek gada kendala apk maupun ojol nyakarena lamcar semua thebest bgt sii semoga makin sukses apk gojekaamiin ojol nya ramah bgt stiap mesen ga kea apk sebelah",0,1
"tepat waktu",0,1
suka,0,1
"fitur gopay later gopay pinjam nya aplikasi gojek keren kemajuan fiturfiturnya benarbenar bermanfaat",0,1
oke,0,1
"gosendnya busukkk",0,1
"masalah teroecahkan",0,1
"mana promonya niy pelanggan go ride",0,1
"tiba gopay later gua blokir pdhl gk prnh tlt byr mnding uninstall aja",0,1
topjods,0,1
"ga jelas main blokir sepihak",0,1
puas,0.9,2
"sejak gopay aplikasi tersendiri disitulah terasa sulit jangan ganti manajemenpimpinan ganti kebijakan kementerian pendidikan bae kebijakan gonta ganti",-0.6,0
exellent,0,1
"update mengkoneksikan my telkomsel gojek isi pulsa padahal update aplikasi selalu lancar sekali terhubung ditulis sinyal internet offline padahal online sinyal sangat kuat coba berkali kali malah semakin diperhatikan kalau begini percuma isi saldo gopay memakai pembayaran transportasi terlalu butuhkan disini daerah gojek",0,1
mantap,1,2
"draovernya ramah",0,1
"baru memasukkan promo gorideaja disitu tertulis kalau voucher digunakan sy membuka halaman voucher voucher goride yg muncul",0.6,2
"sangat membantu",0,1
"susah mau upgrade gopay plus nya",-0.6,0
memuaskan,0,1
mantap,1,2
,0,1
"memnudahkan dlm berkendara",0,1
"lama dapet driver lol",0,1
matap,0,1
"terimakasih layanannya cepat n murah",0,1
mantap,1,2
good,0,1
"njumumnngumumin iuu",0,1
"the best",0,1
"hu y",0,1
"buruk susah sinyal selalu",-1.2,0
"semakin buruk lama lama berikan driver jauh terdekat",-0.6,0
"mantap cepat",1,2
"makin jelekdi update mlh gak buka",0,1
"gampang mudah gunakan",0,1
"sangat membantu transportasi",0,1
"tanggal kemarin mebatalkan pesanan ojek saldo",0,1
"mohon lebih optimalkan susah buka aplikasinya",-0.6,0
good,0,1
mantab,0,1
"sangat membantu sekali",0,1
"buka gojek app lazy load terusss berasa ga terkoneksi internet waktu yg sama pake grab aman aja udah pake gojek versi terbaru",0,1
"banyak promo nya memudahkan jajan kaum rebahan",0.6,2
"aplikasi nya sejauh nyaman cuma sarankan buka cabang beberapa kota indonesia bagian timur flores langsung melejit pengguna mendownload aplikasi",0,1
"mudah murah cepat selamat",0,1
"maksih gojek",0,1
,0,1
"stlh update jd susah menyesuaikan titik jemput",-0.6,0
bagus,0.5,2
"sangat terganggu iklan yg timbul aplikasi gojek hape bahkan sedang menulis pesan sedang menelpon tibatiba iklan muncul pekerjaan jadi terkendala padahal sebelumnya sangat terbantu gojek baik go ride go food go mart",0.5,2
"gak mengakses gopay tabungan padahal daftar tahu layar putih gak nunjukin apa",0,1
"pesan goride gofood selalu aja titik lokasi sulit ditemukan driver pdahal klau pesan memakai lokasi yg tertera dg titik kordinat",-0.6,0
"gojek mantap",1,2
keren,0,1
"kirim saldo gopay terkirim x gara aplikasi notifikasi yah internet kamu mati klik ulangicoba ternyata saldo sukses terkirim x padahal internet baik aplikasi dana aplikasi gak notifikasi kaya gitu komplain katanya kesalahan saldo ga mau klau dibilang kesalahan anehnya lg klo memang internet mati saldo terkirim berarti kesalahan aplikasi dong bukan salah",-1.4,0
"pakai gojek urusan jadi mudah",0,1
,0,1
"pelayanan bagus",0.5,2
mantap,1,2
mehong,0,1
"pengemudinya lelet sering cancel se enak jidat pihak pengemudinya sendiri kalau nunggu lama nyesel pakai gojek kerja sering telat gara nunggu pengemudi ampe lama banget",-0.7,0
"kasi diskon makanan kan d suruh milih vocer aku tunggu kbr baiknya semua resto rata",0,1
mantul,0,1
"pelayanan makin lama makin buruk semakin d update semakin buruk yg bener aja rugi padahal dulu bagus skrg gini speechless asli g make",-1.7,0
mantap,1,2
bagus,0.5,2
"kecewa pesan gocar mulai sekarang jawaban",-0.4,0
mantap,1,2
"sangat membantu disaat mager nyetir beli makan bepergian",0,1
"pelanggan ythtagihan gopay later mab sdh jatuh tempobiaya denda rb dibebankan besok tdk pembayaranabaikan bila sdh bayar makin kesini kurang sreek sama pelayanan nya depcolector aja kata nya emang pernah bayar telat orang gajian tanggal dikira gajian indot gajian tgl besok aku selesai kan gopaylater lah gak mau pake limit nya kalau gak diminta gak usah dinaikin",0,1
"aneh banget fitur pilih foto galeri yg simbol kadang muncul kadang enggak kalau chat driver gofood padahal fitur penting aplikasi udah diupdate yg terbaru yg salah siapa",-1.1,0
oke,0,1
bagus,0.5,2
bagusss,0,1
"sangat membantu keperluan berpergianterimakasihgojek",0,1
"pedaeh urung update dadi kayong jail meng drivere lokasine ngawur padahal wes karo gps urip jan",0,1
baik,0.5,2
"banjir vc diskon",0,1
"makannya enak enakharga murahbakal jadi langganan sih",0,1
"baikkkkkkk mantap joss",1,2
"apa aja semakin mudah dgn aplikasi",0,1
"memberikan tarif harga terjangkau",0,1
mantap,1,2
"ak update malah gak buka",0,1
nice,0,1
jelek,-0.6,0
"mantap deh",1,2
"sangat membantu",0,1
"tagihan nov tererlambat udah dibayar berikut denda bulan sesember tagihan bulan desember dibayar udah pemberitahuan pembayaran yg japo ditgl feb gopayleter diblokir systemnya mab buat bingung ga kayak si oyen wl bayar telat ga lama udah dibuka blokir payleternya nah digopayleter nangih mah nagih yg belom japo payleter nya aj keblokir",-0.6,0
"selalu tepat waktu promo nya byk sekali",0.6,2
"aneh bgt gopaylater diblokir limit nambah uda aktif pengguna lama tba blokir aja keterangan aneh",-0.8,0
,0,1
"gopaylatter sy tdk digunakan padahal pembayaran sy jelas lancar tdk pernah telat sedikitpun kecewa sekali sy",-0.4,0
"bintang yg bicaralaah",0,1
"diversi terbaru gimana caranya kembalikan akun lama soalnya tagihan digojek",0,1
"saldo hilang",-0.3,0
"lancar jaya",0,1
amanah,0,1
"sampah disuruh updete update malah gak dibuka gak berguna sampah hijau",-1,0
"muncul iklan terus",0,1
"oke pelayanannya",0,1
"gopaylatter nya gak pake padahal g pernah telat bayar sama sekali kok migrasi antar pt penyedia layanannya malah jadi blokir payah",0,1
"aplikasi sangata bantu",0,1
"algoritma suka eror jalan lebih deket malah kasih jalan muter jadi lebih mahal ongkir nya mending pindah grab",-0.3,0
,0,1
"halo developer segera perbaiki appnya ceritanya tuh udh ketik kode promo buat dpt promo gocargojek nih tpi malah diklik dinyatakan berhasil kok malah hilang promo ku padahal pakai",1.5,2
goodjob,0,1
baik,0.5,2
"tarif bersaing aplikasi serupa",0,1
"penyelesaian masalah tanggap",0,1
"gopaylater ku tiba blokir padahal ngga pernah bermasalah dlm pembayaran",0,1
"semakin kesini semakin baiktapi semakin burukbahkan menyusahkan",0,1
"semenjak update tolol ga jelas bikin ribet mau arahin makin jauh",0,1
"update malah ga apain deh menyedihkaaan",0,1
joss,0,1
"tiba tiba gopay latter diblokir pemberitahuan penyebabnya apa padahal bayar pernah telat",0,1
"aplkasi sejuta",0,1
mantap,1,2
"oke mantap",1,2
"dulu aplikasinya bagus bug makin update makin banyak bug bertebaran kadang suka force close yg paling sering internet mati",-0.3,0
"mantap sangat membantu sekali",1,2
"siapin mobil gosend berkapasitas kg yg bener jangan muatan kg tp yg dateng mobil calya",0,1
"gak gak w pake ni apk nyusahin driver pilih kasih kntl",-1,0
"kalau promo nya seneng wkwkwk",0.6,2
"sangat membantu",0,1
"sangat bermanfaat",0,1
"drivernya malasgk mau antar penumpang",0,1
"sangat kecewa tujuan dekat driver yg dekat tdk yg mau ambil driver posisi jauh sekali",-0.4,0
bagus,0.5,2
"sy susah buka aplikasi gojek",-0.6,0
"sangat membantu yg memakai niqob dlm urusan belanja apapun",0,1
oke,0,1
"senangnya halanhalan",0,1
"good job",0,1
"berguna buat hidup",0,1
,0,1
"selalu sebel sama driver go shop selalu pilih pilih oderan bahkan banyak alesan bukan sekali kali sering kaya gini terus pelayan lama pakai go shop keadaan darurat beli obat",0,1
"harganya kok naik",0,1
"pesen go food driver dobel order yg terahir makin lamaa drivernya banyak kannn",0,1
jelek,-0.6,0
"thats cool",0,1
mantap,1,2
"pesanan sangat lama sejak mode hemat driver nya banyak sekali minta tip tambahan bayar sangat nyaman ulah driver tiap kali memaksa minta tip tambahan lebih baik pindah aplikasi semoga costumer kalian kabur",0.5,2
asik,0,1
gerrrr,0,1
"drivernya ramah",0,1
,0,1
"nomer customer jangan diprivasikasian klo brng hrs dikembalikan klo alamat g jls tokopedia",0,1
"mana jadi mudah",0,1
okehh,0,1
"skrg suka lamaaa banget dapetin driver nya cuss tu app satunya lah",0,1
banget,0,1
"sekarang kasi bintang kendala gopaylater yg bberapa bulan terselesaikan alasannya sama smua gopaylater tiba d blokir tnpa tahu pnyebab pastinya pengguna gopaylater aktif pemakaian selalu wajar sangat mengecewakan tiba gopaylater blokir",0,1
memuaskan,0,1
"datang tepat waktu",0,1
"bikin susah deiver ngisi saldo",-0.6,0
"susah update sdh diuninstall mau download muter muter doang prosesnya padahal ram msh bnyk",-0.6,0
"sangat membantu transportasi pengiriman paket",0,1
siiiiip,0,1
bagus,0.5,2
"alamat musholla miftahul jannah papanggo titiknya salah",-0.5,0
"rugi banyak gajadi anter tp kepotong gede",-1,0
"gopaylater tiba tiba blokir apk gak jelas",0,1
"maaf knpa sekarang klo pilih titik lokasi slalu geser yah padahal udh dipasin sma ttiknya tpi stiap pengiriman tau beda titik sering banget dimrahin sma ojolnya pdhal udh dikasih kterangan jugacatatan patokan alamat kan bingung pdhal udh brusaha ssuai ttik tpi sllu sprti gmna",0,1
"kecewa dr pertama gojek adasy slalu pake aplikasi sy dapet paylater besartiba terblokir alasan pdhl pembayaran sy baik sy tlp cs blg tdk terblokir pdhl aplikasi tdk sdh sy tunggu hr skrg hrs tunggu lg hr tp cicilan ttp hrs bayar kalo kalian minta kewajiban syya kan hak jgn spt gojek berganti mab sy merasa makin ga beres kembalikan gopaylater",0.1,2
